block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,B,58,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,59,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,60,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,61,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,62,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,63,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,64,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,65,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,66,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,67,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,68,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,69,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,70,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,71,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,72,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,73,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,74,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,75,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,76,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,77,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,78,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,79,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,80,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,81,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,82,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,83,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,84,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,85,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,86,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,87,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,88,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,89,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,90,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,91,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,92,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,93,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,94,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,95,mov,Switch,Repeat,congruent,hard,left
