block_id,condition,trial_index,task,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,58,or,incongruent,mid,high,left
cp_stroop_crossed,B,59,or,incongruent,high,low,left
cp_stroop_crossed,B,60,or,congruent,high,mid,left
cp_stroop_crossed,B,61,or,congruent,low,high,right
cp_stroop_crossed,B,62,or,congruent,mid,low,left
cp_stroop_crossed,B,63,or,congruent,low,low,right
cp_stroop_crossed,B,64,or,congruent,low,mid,right
cp_stroop_crossed,B,65,or,incongruent,low,high,right
cp_stroop_crossed,B,66,or,congruent,mid,high,left
cp_stroop_crossed,B,67,or,congruent,high,low,right
cp_stroop_crossed,B,68,or,incongruent,mid,mid,left
cp_stroop_crossed,B,69,or,incongruent,mid,high,right
cp_stroop_crossed,B,70,or,congruent,mid,mid,right
cp_stroop_crossed,B,71,or,incongruent,high,low,left
cp_stroop_crossed,B,72,or,incongruent,mid,high,right
cp_stroop_crossed,B,73,or,incongruent,low,low,left
cp_stroop_crossed,B,74,or,incongruent,high,high,right
cp_stroop_crossed,B,75,or,congruent,high,mid,right
cp_stroop_crossed,B,76,or,incongruent,low,high,left
cp_stroop_crossed,B,77,or,incongruent,low,high,right
cp_stroop_crossed,B,78,or,incongruent,high,high,right
cp_stroop_crossed,B,79,or,incongruent,low,low,left
cp_stroop_crossed,B,80,or,congruent,low,high,right
cp_stroop_crossed,B,81,or,incongruent,mid,mid,right
cp_stroop_crossed,B,82,or,incongruent,high,high,left
cp_stroop_crossed,B,83,or,congruent,high,mid,left
cp_stroop_crossed,B,84,or,incongruent,low,mid,right
cp_stroop_crossed,B,85,or,incongruent,low,mid,right
cp_stroop_crossed,B,86,or,incongruent,high,mid,right
cp_stroop_crossed,B,87,or,incongruent,mid,low,left
cp_stroop_crossed,B,88,or,congruent,high,high,left
cp_stroop_crossed,B,89,or,incongruent,mid,low,left
cp_stroop_crossed,B,90,or,incongruent,mid,high,right
cp_stroop_crossed,B,91,or,congruent,mid,high,right
cp_stroop_crossed,B,92,or,congruent,mid,high,right
cp_stroop_crossed,B,93,or,congruent,low,mid,left
cp_stroop_crossed,B,94,or,incongruent,low,mid,right
cp_stroop_crossed,B,95,or,congruent,high,low,left
cp_stroop_crossed,B,96,or,incongruent,high,low,right
cp_stroop_crossed,B,97,or,congruent,low,low,left
cp_stroop_crossed,B,98,or,congruent,mid,high,left
cp_stroop_crossed,B,99,or,congruent,low,high,left
cp_stroop_crossed,B,100,or,incongruent,high,mid,right
cp_stroop_crossed,B,101,or,incongruent,low,mid,left
cp_stroop_crossed,B,102,or,congruent,high,high,right
cp_stroop_crossed,B,103,or,congruent,high,high,right
cp_stroop_crossed,B,104,or,incongruent,low,low,right
cp_stroop_crossed,B,105,or,incongruent,mid,mid,right
cp_stroop_crossed,B,106,or,congruent,mid,mid,left
cp_stroop_crossed,B,107,or,congruent,high,high,left
