block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,A,72,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,73,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,74,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,75,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,76,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,A,77,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,78,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,79,or,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,80,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,81,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,A,82,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,83,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,84,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,85,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,86,or,Switch,Switch,congruent,easy,left
cp_taskswitch,A,87,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,88,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,89,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,90,or,Switch,Switch,congruent,easy,left
cp_taskswitch,A,91,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,A,92,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,93,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,94,or,Switch,Switch,congruent,hard,right
cp_taskswitch,A,95,mov,Switch,Switch,congruent,easy,left
