block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,A,55,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,56,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,57,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,58,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,59,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,60,or,Switch,Switch,congruent,hard,right
cp_taskswitch,A,61,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,62,or,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,63,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,64,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,65,or,Switch,Switch,congruent,hard,left
cp_taskswitch,A,66,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,67,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,68,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,69,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,70,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,71,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,72,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,73,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,74,or,Switch,Switch,congruent,easy,right
cp_taskswitch,A,75,mov,Switch,Switch,congruent,hard,left
cp_taskswitch,A,76,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,77,or,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,78,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,A,79,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,80,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,81,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,82,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,83,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,84,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,85,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,86,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,87,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,88,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,89,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,90,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,91,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,92,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,93,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,94,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,95,or,Repeat,Switch,incongruent,hard,right
