block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,B,37,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,38,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,39,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,40,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,41,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,42,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,43,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,44,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,45,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,46,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,47,or,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,48,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,49,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,50,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,51,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,52,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,53,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,54,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,55,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,56,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,57,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,58,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,59,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,60,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,61,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,62,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,63,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,64,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,65,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,66,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,67,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,68,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,69,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,70,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,71,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,72,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,73,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,74,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,75,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,76,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,77,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,78,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,79,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,80,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,81,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,82,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,83,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,84,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,85,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,86,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,87,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,88,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,89,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,90,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,91,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,92,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,93,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,94,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,95,or,Repeat,Repeat,congruent,easy,right
